ID	Split
mol_0	train
mol_1	train
mol_2	train
mol_3	train
mol_4	train
mol_5	train
mol_6	train
mol_7	test
mol_8	train
mol_9	train
mol_10	train
mol_11	train
mol_12	train
mol_13	train
mol_14	train
mol_15	train
mol_16	train
mol_17	train
mol_18	train
mol_19	train
mol_20	train
mol_21	train
mol_22	train
mol_23	train
mol_24	train
mol_25	train
mol_26	train
mol_27	test
mol_28	train
mol_29	train
mol_30	train
mol_31	train
mol_32	train
mol_33	train
mol_34	train
mol_35	test
mol_36	train
mol_37	val
mol_38	train
mol_39	val
mol_40	train
mol_41	val
mol_42	train
mol_43	train
mol_44	train
mol_45	train
mol_46	train
mol_47	train
mol_48	val
mol_49	train
mol_50	val
mol_51	val
mol_52	train
mol_53	val
mol_54	val
mol_55	train
mol_56	train
mol_57	train
mol_58	train
mol_59	train
mol_60	val
mol_61	val
mol_62	train
mol_63	train
mol_64	train
mol_65	train
mol_66	train
mol_67	val
mol_68	val
mol_69	test
mol_70	train
mol_71	train
mol_72	train
mol_73	val
mol_74	train
mol_75	train
mol_76	val
mol_77	val
mol_78	train
mol_79	val
mol_80	train
mol_81	train
mol_82	train
mol_83	train
mol_84	val
mol_85	val
mol_86	train
mol_87	train
mol_88	train
mol_89	train
mol_90	val
mol_91	val
mol_92	train
mol_93	test
mol_94	val
mol_95	val
mol_96	train
mol_97	val
mol_98	train
mol_99	train
mol_100	test
mol_101	train
mol_102	train
mol_103	train
mol_104	train
mol_105	train
mol_106	train
mol_107	train
mol_108	val
mol_109	train
mol_110	train
mol_111	val
mol_112	train
mol_113	train
mol_114	train
mol_115	train
mol_116	test
mol_117	val
mol_118	train
mol_119	train
mol_120	test
mol_121	train
mol_122	val
mol_123	test
mol_124	train
mol_125	test
mol_126	val
mol_127	train
mol_128	train
mol_129	train
mol_130	train
mol_131	test
mol_132	train
mol_133	train
mol_134	train
mol_135	train
mol_136	train
mol_137	test
mol_138	test
mol_139	train
mol_140	val
mol_141	train
mol_142	train
mol_143	train
mol_144	train
mol_145	train
mol_146	val
mol_147	train
mol_148	train
mol_149	train
mol_150	train
mol_151	test
mol_152	test
mol_153	train
mol_154	train
mol_155	train
mol_156	train
mol_157	train
mol_158	train
mol_159	train
mol_160	train
mol_161	test
mol_162	train
mol_163	train
mol_164	test
mol_165	train
mol_166	train
mol_167	test
mol_168	train
mol_169	train
mol_170	val
mol_171	train
mol_172	train
mol_173	test
mol_174	train
mol_175	train
mol_176	train
mol_177	val
mol_178	test
mol_179	test
mol_180	test
mol_181	val
mol_182	train
mol_183	train
mol_184	train
mol_185	test
mol_186	test
mol_187	test
mol_188	train
mol_189	train
mol_190	val
mol_191	train
mol_192	train
mol_193	train
mol_194	train
mol_195	train
mol_196	train
mol_197	train
mol_198	train
mol_199	train
mol_200	train
mol_201	train
mol_202	train
mol_203	train
mol_204	train
mol_205	train
mol_206	train
mol_207	train
mol_208	train
mol_209	train
mol_210	train
mol_211	val
mol_212	train
mol_213	val
mol_214	train
mol_215	val
mol_216	val
mol_217	train
mol_218	val
mol_219	val
mol_220	train
mol_221	train
mol_222	train
mol_223	train
mol_224	train
mol_225	train
mol_226	test
mol_227	train
mol_228	val
mol_229	val
mol_230	val
mol_231	test
mol_232	test
mol_233	train
mol_234	val
mol_235	train
mol_236	val
mol_237	train
